Stock,Index,Alpha,Beta,R2,Correlation
TITAN.NS,^CNXIT,0.00016099086821465389,0.3766537508541415,0.13601457635262815,0.368801540605009
TITAN.NS,^CNXPHARMA,-0.00015930745128108127,0.45241882526547467,0.11935262150702852,0.34547448749079673
TITAN.NS,^NSEBANK,-0.00025119257590584,0.475085363816077,0.10433516276990884,0.32300953975062213
TITAN.NS,^NSEI,-1.1482645093632412e-05,0.8006676848279187,0.2462621102871868,0.4962480330310509
ULTRACEMCO.NS,^CNXAUTO,0.0006563370501111027,0.6071494491871934,0.2756456956960548,0.5250197098167407
ULTRACEMCO.NS,^CNXFMCG,0.0005172745003281154,0.6026371612465867,0.13202283018030714,0.3633494601348778
ULTRACEMCO.NS,^CNXIT,0.00041721479776679724,0.3298273460599579,0.09725599468039503,0.31185893394353004
ULTRACEMCO.NS,^CNXPHARMA,0.0001020328046448296,0.593038815369295,0.1912313388952248,0.4373000559058104
ULTRACEMCO.NS,^NSEBANK,-6.495302656902245e-05,0.751573792481099,0.24348535843659802,0.49344235573833545
ULTRACEMCO.NS,^NSEI,0.0002887832326099267,0.9669475632815074,0.33491996851761563,0.578722704339147
WIPRO.NS,^CNXAUTO,0.00037812242614813706,0.6422664014106638,0.21248873601946594,0.4609650052004663
WIPRO.NS,^CNXFMCG,0.00011151165886622016,0.40569973924817837,0.04121849968919267,0.20302339690093069
WIPRO.NS,^CNXIT,0.0005095535027645215,0.9507858198494119,0.5567419585538156,0.746151431382273
WIPRO.NS,^CNXPHARMA,-0.00019009316758175382,0.5243846976267796,0.10300026633687798,0.3209365456548661
WIPRO.NS,^NSEBANK,-0.0003470939564017372,0.6904367786331751,0.14155425617097073,0.37623696810782764
WIPRO.NS,^NSEI,-4.113938250606026e-06,1.1002277055202898,0.2987073098353503,0.5465412242780506
